96799,-7.20998,-170.772,Pago Pago,AS,American Samoa
778,18.2591,-65.9746,Gurabo,PR,Gurabo
735,18.2649,-65.5948,Ceiba,PR,Ceiba
742,18.2649,-65.5948,Roosevelt Roads,PR,Ceiba
631,18.2692,-66.865,Castaner,PR,Lares
611,18.2795,-66.8022,Angeles,PR,Utuado
610,18.2887,-67.1397,Anasco,PR,Anasco
669,18.296,-66.8819,Lares,PR,Lares
719,18.298,-66.2298,Naranjito,PR,Naranjito
783,18.3044,-66.3305,Corozal,PR,Corozal
687,18.317,-66.4152,Morovis,PR,Morovis
801,18.3223,-64.9637,St Thomas,VI,Saint Thomas
685,18.3236,-66.9722,San Sebastian,PR,San Sebastian
775,18.3237,-65.2965,Culebra,PR,Culebra
956,18.3267,-66.1742,Bayamon,PR,Bayamon
830,18.3282,-64.7407,St John,VI,Saint John
740,18.332,-65.6388,Puerto Real,PR,Fajardo
729,18.3331,-65.8839,Canovanas,PR,Canovanas
677,18.3358,-67.2525,Rincon,PR,Rincon
638,18.3362,-66.4721,Ciales,PR,Ciales
978,18.337,-65.9901,Saint Just Contract,PR,Trujillo Alto
976,18.3381,-65.9892,Trujillo Alto,PR,Trujillo Alto
934,18.3449,-66.166,Fort Buchanan,PR,Bayamon
953,18.3568,-66.257,Toa Alta,PR,Toa Alta
738,18.3594,-65.6114,Fajardo,PR,Fajardo
650,18.3601,-66.5623,Florida,PR,Florida
721,18.3642,-65.7783,Palmer,PR,Rio Grande
773,18.366,-65.7081,Luquillo,PR,Luquillo
745,18.3673,-65.8166,Rio Grande,PR,Rio Grande
676,18.3837,-67.0808,Moca,PR,Moca
602,18.3931,-67.181,Aguada,PR,Aguada
979,18.4105,-66.0605,Carolina,PR,San Juan
965,18.4288,-66.1154,Guaynabo,PR,Guaynabo
688,18.4297,-66.6745,Sabana Hoyos,PR,Arecibo
949,18.4319,-66.1997,Toa Baja,PR,Toa Baja
692,18.4358,-66.3385,Vega Alta,PR,Vega Alta
646,18.4361,-66.282,Dorado,PR,Dorado
962,18.4376,-66.1404,Catano,PR,Catano
693,18.4431,-66.3983,Vega Baja,PR,Vega Baja
616,18.4448,-66.6407,Bajadero,PR,Arecibo
674,18.4455,-66.4903,Manati,PR,Manati
617,18.4471,-66.5443,Barceloneta,PR,Barceloneta
772,18.4474,-65.8994,Loiza,PR,Loiza
612,18.4507,-66.6983,Arecibo,PR,Arecibo
678,18.453,-66.9337,Quebradillas,PR,Quebradillas
603,18.4559,-67.1458,Aguadilla,PR,Aguadilla
652,18.4573,-66.6034,Garrochales,PR,Arecibo
952,18.4578,-66.1965,Sabana Seca,PR,Toa Baja
901,18.4659,-66.1036,San Juan,PR,San Juan
690,18.4762,-67.1396,San Antonio,PR,Aguadilla
627,18.4779,-66.8548,Camuy,PR,Camuy
662,18.4803,-67.0282,Isabela,PR,Isabela
659,18.4814,-66.8087,Hatillo,PR,Hatillo
96772,19.0521,-155.623,Naalehu,HI,Hawaii
96704,19.2692,-155.758,Captain Cook,HI,Hawaii
96726,19.2783,-155.845,Honaunau,HI,Hawaii
96750,19.3439,-155.875,Kealakekua,HI,Hawaii
96778,19.39,-155.152,Pahoa,HI,Hawaii
96720,19.5645,-155.262,Hilo,HI,Hawaii
96760,19.5693,-155.035,Kurtistown,HI,Hawaii
96749,19.5819,-155.032,Keaau,HI,Hawaii
96718,19.5935,-155.438,Hawaii National Park,HI,Hawaii
96728,19.5935,-155.438,Honomu,HI,Hawaii
96739,19.5935,-155.438,Keauhou,HI,Hawaii
96775,19.5935,-155.438,Paauhau,HI,Hawaii
96777,19.5935,-155.438,Pahala,HI,Hawaii
96725,19.6189,-155.948,Holualoa,HI,Hawaii
96740,19.6741,-155.937,Kailua Kona,HI,Hawaii
96781,19.7989,-155.116,Papaikou,HI,Hawaii
96783,19.8195,-155.106,Pepeekeo,HI,Hawaii
96743,19.8879,-155.752,Kamuela,HI,Hawaii
96710,19.9117,-155.148,Hakalau,HI,Hawaii
96773,19.935,-155.167,Ninole,HI,Hawaii
96780,19.9641,-155.201,Papaaloa,HI,Hawaii
96738,19.9724,-155.818,Waikoloa,HI,Hawaii
96764,19.9852,-155.248,Laupahoehoe,HI,Hawaii
96774,20.0151,-155.281,Ookala,HI,Hawaii
96776,20.0354,-155.378,Paauilo,HI,Hawaii
96727,20.0792,-155.508,Honokaa,HI,Hawaii
96719,20.2227,-155.818,Hawi,HI,Hawaii
96755,20.2261,-155.777,Kapaau,HI,Hawaii
96753,20.7235,-156.47,Kihei,HI,Maui
96713,20.7252,-156.023,Hana,HI,Maui
96790,20.7538,-156.329,Kula,HI,Maui
96763,20.8129,-156.953,Lanai City,HI,Maui
96768,20.8327,-156.32,Makawao,HI,Maui
96708,20.8497,-156.166,Haiku,HI,Maui
96788,20.8559,-156.326,Pukalani,HI,Maui
96732,20.8592,-156.259,Kahului,HI,Maui
96742,20.8666,-156.647,Kalaupapa,HI,Maui
96784,20.8666,-156.647,Puunene,HI,Maui
96793,20.9015,-156.566,Wailuku,HI,Maui
96779,20.9043,-156.374,Paia,HI,Maui
96761,20.9198,-156.718,Lahaina,HI,Maui
96748,21.0923,-157.013,Kaunakakai,HI,Maui
96757,21.161,-157.025,Kualapuu,HI,Maui
96729,21.1631,-157.077,Hoolehua,HI,Maui
96770,21.1764,-157.257,Maunaloa,HI,Maui
96862,21.319,-158.075,Barbers Point,HI,Honolulu
96707,21.3418,-158.091,Kapolei,HI,Honolulu
96706,21.3446,-158.014,Ewa Beach,HI,Honolulu
96701,21.3907,-157.928,Aiea,HI,Honolulu
96797,21.3995,-158.015,Waipahu,HI,Honolulu
96792,21.4374,-158.181,Waianae,HI,Honolulu
96789,21.4589,-158.012,Mililani,HI,Honolulu
96759,21.463,-158.064,Kunia,HI,Honolulu
96786,21.5324,-158.048,Wahiawa,HI,Honolulu
96791,21.5532,-158.163,Waialua,HI,Honolulu
96717,21.5835,-157.883,Hauula,HI,Honolulu
96730,21.5851,-157.883,Kaaawa,HI,Honolulu
96734,21.5956,-158.039,Kailua,HI,Honolulu
96762,21.6109,-157.902,Laie,HI,Honolulu
96731,21.6277,-157.935,Kahuku,HI,Honolulu
96712,21.6319,-158.036,Haleiwa,HI,Honolulu
96744,21.6687,-157.94,Kaneohe,HI,Honolulu
96741,21.9259,-159.53,Kalaheo,HI,Kauai
96765,21.9309,-159.499,Lawai,HI,Kauai
96705,21.9377,-159.645,Eleele,HI,Kauai
96747,21.9454,-159.921,Kaumakani,HI,Kauai
96769,21.9454,-159.921,Makaweli,HI,Kauai
96796,21.9667,-159.686,Waimea,HI,Kauai
96752,21.9713,-159.714,Kekaha,HI,Kauai
96715,21.98,-159.512,Hanamaulu,HI,Kauai
96716,22.0205,-159.618,Hanapepe,HI,Kauai
96756,22.0284,-159.433,Koloa,HI,Kauai
96703,22.0558,-159.455,Anahola,HI,Kauai
96766,22.0706,-159.43,Lihue,HI,Kauai
96746,22.0742,-159.406,Kapaa,HI,Kauai
96751,22.106,-159.308,Kealia,HI,Kauai
96754,22.2073,-159.395,Kilauea,HI,Kauai
96714,22.2136,-159.483,Hanalei,HI,Kauai
33040,24.6557,-81.3824,Key West,FL,Monroe
33044,24.6646,-81.5653,Sugarloaf Shores,FL,Monroe
33043,24.6875,-81.2494,Big Pine Key,FL,Monroe
33052,24.7233,-81.0632,Marathon Shores,FL,Monroe
33051,24.7234,-81.0203,Key Colony Beach,FL,Monroe
33001,24.8306,-80.8049,Long Key,FL,Monroe
96795,24.8598,-168.022,Waimanalo,HI,Honolulu
96801,24.8598,-168.022,Honolulu,HI,Honolulu
96853,24.8598,-168.022,Hickam Afb,HI,Honolulu
96854,24.8598,-168.022,Wheeler Army Airfield,HI,Honolulu
96857,24.8598,-168.022,Schofield Barracks,HI,Honolulu
96858,24.8598,-168.022,Fort Shafter,HI,Honolulu
96859,24.8598,-168.022,Tripler Army Medical Ctr,HI,Honolulu
96860,24.8598,-168.022,Pearl Harbor,HI,Honolulu
96861,24.8598,-168.022,Camp H M Smith,HI,Honolulu
96863,24.8598,-168.022,M C B H Kaneohe Bay,HI,Honolulu
96898,24.8598,-168.022,Wake Island,HI,Honolulu
33042,24.8601,-81.0038,Summerland Key,FL,Monroe
33036,24.9017,-80.6827,Islamorada,FL,Monroe
33070,24.9251,-80.7135,Tavernier,FL,Monroe
33037,24.9635,-80.9613,Key Largo,FL,Monroe
33002,25.5584,-80.4582,Hialeah,FL,Miami-Dade
33109,25.5584,-80.4582,Miami Beach,FL,Miami-Dade
33149,25.71,-80.1733,Key Biscayne,FL,Miami-Dade
34138,25.8367,-81.122,Chokoloskee,FL,Collier
34139,25.857,-81.3778,Everglades City,FL,Collier
34141,25.8734,-81.1599,Ochopee,FL,Collier
33054,25.9248,-80.3243,Opa Locka,FL,Miami-Dade
34145,25.9388,-81.6968,Marco Island,FL,Collier
33160,25.9449,-80.1391,North Miami Beach,FL,Miami-Dade
78575,26.0068,-97.5474,Olmito,TX,Cameron
78567,26.0417,-97.6937,Los Indios,TX,Cameron
33004,26.0624,-80.1597,Dania,FL,Broward
33301,26.0851,-80.1593,Fort Lauderdale,FL,Broward
78579,26.0922,-97.9533,Progreso,TX,Hidalgo
78597,26.1159,-97.494,South Padre Island,TX,Cameron
78592,26.1252,-97.4757,Santa Maria,TX,Cameron
78559,26.1314,-97.755,La Feria,TX,Cameron
78566,26.1315,-97.5524,Los Fresnos,TX,Cameron
34107,26.1433,-81.3891,Vanderbilt Beach,FL,Collier
34137,26.1433,-81.3891,Copeland,FL,Collier
34140,26.1433,-81.3891,Goodland,FL,Collier
78578,26.1453,-97.5054,Port Isabel,TX,Cameron
33008,26.1457,-80.4483,Hallandale,FL,Broward
33082,26.1457,-80.4483,Pembroke Pines,FL,Broward
78586,26.1524,-97.5318,San Benito,TX,Cameron
78596,26.1787,-98.1346,Weslaco,TX,Hidalgo
34142,26.1844,-81.4152,Immokalee,FL,Collier
78550,26.1852,-97.5368,Harlingen,TX,Cameron
78577,26.1867,-98.1278,Pharr,TX,Hidalgo
78568,26.1904,-97.5423,Lozano,TX,Cameron
78576,26.1937,-98.1015,Penitas,TX,Hidalgo
78570,26.2091,-98.0756,Mercedes,TX,Hidalgo
78537,26.2112,-98.1349,Donna,TX,Hidalgo
78593,26.2296,-97.803,Santa Rosa,TX,Cameron
33060,26.2401,-80.1398,Pompano Beach,FL,Broward
78560,26.2426,-98.4747,La Joya,TX,Hidalgo
78535,26.2451,-97.7416,Combes,TX,Cameron
78583,26.2523,-97.5655,Rio Hondo,TX,Cameron
78501,26.2693,-98.2244,Mcallen,TX,Hidalgo
33441,26.2738,-80.1408,Deerfield Beach,FL,Broward
78595,26.2753,-98.57,Sullivan City,TX,Hidalgo
78548,26.2897,-98.6479,Grulla,TX,Starr
78558,26.2945,-98.0457,La Blanca,TX,Hidalgo
78543,26.2974,-97.9884,Elsa,TX,Hidalgo
78562,26.2999,-97.9247,La Villa,TX,Hidalgo
78538,26.3328,-97.9622,Edcouch,TX,Hidalgo
78547,26.3394,-98.7374,Garciasville,TX,Starr
33427,26.376,-80.1072,Boca Raton,FL,Palm Beach
78569,26.4062,-97.7917,Lyford,TX,Willacy
78549,26.4097,-98.2242,Hargill,TX,Hidalgo
78565,26.4097,-98.2242,Los Ebanos,TX,Hidalgo
78536,26.4214,-98.8488,Delmita,TX,Starr
78590,26.4555,-97.5858,San Perlita,TX,Willacy
33444,26.4576,-80.0816,Delray Beach,FL,Palm Beach
33957,26.4583,-82.1001,Sanibel,FL,Lee
33928,26.4723,-81.7059,Estero,FL,Lee
78582,26.4999,-98.7524,Rio Grande City,TX,Starr
78585,26.5104,-98.7464,Salineno,TX,Starr
78588,26.5104,-98.7464,San Isidro,TX,Starr
33924,26.5215,-82.1802,Captiva,FL,Lee
34133,26.5529,-81.9486,Bonita Springs,FL,Lee
78598,26.5543,-97.4262,Port Mansfield,TX,Willacy
78561,26.5613,-97.43,Lasara,TX,Willacy
78545,26.562,-99.1335,Falcon Heights,TX,Starr
33901,26.5644,-81.9251,Fort Myers,FL,Lee
33956,26.5758,-82.1075,Saint James City,FL,Lee
33931,26.5761,-82.0712,Fort Myers Beach,FL,Lee
78584,26.5846,-99.0045,Roma,TX,Starr
33936,26.5936,-81.6619,Lehigh Acres,FL,Lee
33920,26.5952,-81.6815,Alva,FL,Lee
33480,26.601,-80.0381,Palm Beach,FL,Palm Beach
33904,26.6065,-81.9502,Cape Coral,FL,Lee
33930,26.6128,-81.4799,Felda,FL,Hendry
33476,26.6231,-80.1786,Pahokee,FL,Palm Beach
33922,26.6244,-82.1281,Bokeelia,FL,Lee
33440,26.6301,-81.0909,Clewiston,FL,Hendry
33408,26.6459,-80.4303,North Palm Beach,FL,Palm Beach
33424,26.6459,-80.4303,Boynton Beach,FL,Palm Beach
33430,26.6459,-80.4303,Belle Glade,FL,Palm Beach
33438,26.6459,-80.4303,Canal Point,FL,Palm Beach
33439,26.6459,-80.4303,Bryant,FL,Palm Beach
33454,26.6459,-80.4303,Lake Worth,FL,Palm Beach
33458,26.6459,-80.4303,Jupiter,FL,Palm Beach
33459,26.6459,-80.4303,Lake Harbor,FL,Palm Beach
33493,26.6459,-80.4303,South Bay,FL,Palm Beach
33470,26.6498,-80.2948,Loxahatchee,FL,Palm Beach
33401,26.6726,-80.0706,West Palm Beach,FL,Palm Beach
33935,26.6909,-81.4489,Labelle,FL,Hendry
33903,26.693,-81.9125,North Fort Myers,FL,Lee
78591,26.7499,-98.583,Santa Elena,TX,Starr
33921,26.7545,-82.2611,Boca Grande,FL,Lee
33950,26.8601,-82.0134,Punta Gorda,FL,Charlotte
33946,26.8794,-82.2664,Placida,FL,Charlotte
33947,26.8842,-82.2691,Rotonda West,FL,Charlotte
33471,26.8865,-81.1956,Moore Haven,FL,Glades
33927,26.902,-82,El Jobean,FL,Charlotte
33938,26.902,-82,Murdock,FL,Charlotte
78076,26.9233,-99.2153,Zapata,TX,Zapata
33948,26.941,-82.2069,Port Charlotte,FL,Charlotte
78564,26.9454,-99.204,Lopeno,TX,Zapata
33944,26.9464,-81.3091,Palmdale,FL,Glades
78353,27.0231,-98.261,Encino,TX,Brooks
33455,27.0509,-80.1586,Hobe Sound,FL,Martin
78361,27.0707,-98.6927,Hebbronville,TX,Jim Hogg
78360,27.0713,-98.6863,Guerra,TX,Jim Hogg
34286,27.0748,-82.1756,North Port,FL,Sarasota
78067,27.0947,-99.3545,San Ygnacio,TX,Zapata
34956,27.1065,-80.4519,Indiantown,FL,Martin
34992,27.1102,-80.4542,Port Salerno,FL,Martin
34990,27.1112,-80.419,Palm City,FL,Martin
34274,27.144,-82.4645,Nokomis,FL,Sarasota
34284,27.1675,-82.381,Venice,FL,Sarasota
34267,27.1861,-81.8099,Fort Ogden,FL,De Soto
34268,27.2038,-81.8644,Nocatee,FL,De Soto
34229,27.2134,-82.4888,Osprey,FL,Sarasota
78385,27.2223,-97.7932,Sarita,TX,Kenedy
78355,27.2232,-98.1451,Falfurrias,TX,Brooks
34957,27.2365,-80.2379,Jensen Beach,FL,Martin
78379,27.2977,-97.7877,Riviera,TX,Kleberg
34952,27.3125,-80.3133,Port Saint Lucie,FL,Saint Lucie
78375,27.3152,-98.1643,Premont,TX,Jim Wells
34230,27.335,-82.5372,Sarasota,FL,Sarasota
34228,27.3572,-82.4431,Longboat Key,FL,Manatee
34251,27.3728,-82.2259,Myakka City,FL,Manatee
33857,27.3914,-81.2281,Lorida,FL,Highlands
34201,27.4047,-82.4705,Bradenton,FL,Manatee
34270,27.4054,-82.5435,Tallevast,FL,Manatee
34945,27.4121,-80.5342,Fort Pierce,FL,Saint Lucie
34972,27.4203,-80.9454,Okeechobee,FL,Okeechobee
34260,27.4272,-82.4387,Manasota,FL,Manatee
78344,27.4295,-98.8385,Bruni,TX,Webb
78369,27.4381,-99.002,Mirando City,TX,Webb
33890,27.4577,-81.7216,Zolfo Springs,FL,Hardee
33870,27.4579,-81.373,Sebring,FL,Highlands
34215,27.4713,-82.6823,Cortez,FL,Manatee
33825,27.4731,-81.4641,Avon Park,FL,Highlands
34217,27.4859,-82.7102,Bradenton Beach,FL,Manatee
34218,27.4995,-82.7099,Holmes Beach,FL,Manatee
33873,27.5186,-81.7841,Wauchula,FL,Hardee
34216,27.5291,-82.7317,Anna Maria,FL,Manatee
34219,27.5665,-82.2695,Parrish,FL,Manatee
34250,27.5722,-82.5832,Terra Ceia,FL,Manatee
78341,27.5925,-98.4142,Benavides,TX,Duval
32960,27.638,-80.4029,Vero Beach,FL,Indian River
78342,27.6595,-98.0123,Ben Bolt,TX,Jim Wells
78384,27.6601,-98.5179,San Diego,TX,Duval
78349,27.6602,-98.5179,Concepcion,TX,Duval
78376,27.6602,-98.5179,Realitos,TX,Duval
33570,27.6991,-82.4526,Ruskin,FL,Hillsborough
78332,27.7038,-98.0553,Alice,TX,Jim Wells
32971,27.709,-80.5726,Winter Beach,FL,Indian River
33571,27.7201,-82.453,Sun City Center,FL,Hillsborough
33843,27.7294,-81.5593,Frostproof,FL,Polk
33598,27.7338,-82.2975,Wimauma,FL,Hillsborough
33841,27.7425,-81.7233,Fort Meade,FL,Polk
32970,27.7529,-80.4743,Wabasso,FL,Indian River
78401,27.7594,-97.6482,Corpus Christi,TX,Nueces
33503,27.7648,-82.2734,Balm,FL,Hillsborough
33867,27.7686,-81.1966,River Ranch,FL,Polk
78373,27.7707,-97.1051,Port Aransas,TX,Nueces
32948,27.7753,-80.6094,Fellsmere,FL,Indian River
78347,27.777,-97.4632,Chapman Ranch,TX,Nueces
78380,27.7955,-97.7521,Robstown,TX,Nueces
33855,27.798,-81.3572,Indian Lake Estates,FL,Polk
32958,27.7991,-80.4831,Sebastian,FL,Indian River
78339,27.8045,-97.8087,Banquete,TX,Nueces
78330,27.8361,-97.5304,Agua Dulce,TX,Nueces
33860,27.8446,-81.8359,Mulberry,FL,Polk
33572,27.8458,-82.332,Apollo Beach,FL,Hillsborough
33856,27.8557,-81.4309,Nalcrest,FL,Polk
33548,27.872,-82.4388,Lutz,FL,Hillsborough
33550,27.872,-82.4388,Mango,FL,Hillsborough
33568,27.872,-82.4388,Riverview,FL,Hillsborough
33583,27.872,-82.4388,Seffner,FL,Hillsborough
33586,27.872,-82.4388,Sun City,FL,Hillsborough
33587,27.872,-82.4388,Sydney,FL,Hillsborough
33785,27.8868,-82.8435,Indian Rocks Beach,FL,Pinellas
33744,27.8918,-82.7248,Bay Pines,FL,Pinellas
33780,27.8918,-82.7248,Pinellas Park,FL,Pinellas
34682,27.8918,-82.7248,Palm Harbor,FL,Pinellas
34688,27.8918,-82.7248,Tarpon Springs,FL,Pinellas
34697,27.8918,-82.7248,Dunedin,FL,Pinellas
33547,27.8937,-82.2053,Lithia,FL,Hillsborough
78357,27.8992,-98.6149,Freer,TX,Duval
33530,27.9068,-82.1767,Durant,FL,Hillsborough
33534,27.9118,-82.3857,Gibsonton,FL,Hillsborough
78335,27.9125,-97.1884,Aransas Pass,TX,San Patricio
33770,27.917,-82.8027,Largo,FL,Pinellas
33786,27.9229,-82.8393,Belleair Beach,FL,Pinellas
32949,27.9364,-80.5556,Grant,FL,Brevard
33594,27.9378,-82.3474,Valrico,FL,Hillsborough
78370,27.9414,-97.5818,Odem,TX,San Patricio
78372,27.9424,-98.0642,Orange Grove,TX,Jim Wells
32951,27.9531,-80.634,Melbourne Beach,FL,Brevard
33767,27.9598,-82.8286,Clearwater Beach,FL,Pinellas
33846,27.9647,-81.8672,Highland City,FL,Polk
78352,27.965,-97.6682,Edroy,TX,San Patricio
32905,27.9686,-80.6116,Palm Bay,FL,Brevard
33847,27.9841,-81.7167,Homeland,FL,Polk
33880,27.9873,-81.7625,Winter Haven,FL,Polk
33853,27.9919,-81.4808,Lake Wales,FL,Polk
33601,27.9961,-82.582,Tampa,FL,Hillsborough
78368,28.0007,-97.5394,Mathis,TX,San Patricio
33820,28.0026,-81.6186,Alturas,FL,Polk
33854,28.0026,-81.6186,Fedhaven,FL,Polk
32901,28.0122,-80.5855,Melbourne,FL,Brevard
78387,28.0128,-97.5566,Sinton,TX,San Patricio
34695,28.0176,-82.7477,Safety Harbor,FL,Pinellas
78383,28.025,-97.8705,Sandia,TX,Jim Wells
33564,28.0296,-82.1347,Plant City,FL,Hillsborough
33868,28.0367,-81.7608,Polk City,FL,Polk
33851,28.0369,-81.628,Lake Hamilton,FL,Polk
78019,28.0405,-99.3563,Encinal,TX,La Salle
33858,28.0501,-81.5052,Loughman,FL,Polk
34677,28.0503,-82.6774,Oldsmar,FL,Pinellas
34660,28.067,-82.7784,Ozona,FL,Pinellas
32950,28.0721,-80.596,Malabar,FL,Brevard
33844,28.0758,-81.5929,Haines City,FL,Polk
33840,28.0844,-81.5415,Eaton Park,FL,Polk
34681,28.0874,-82.7777,Crystal Beach,FL,Pinellas
33850,28.0924,-81.7276,Lake Alfred,FL,Polk
33592,28.0928,-82.279,Thonotosassa,FL,Hillsborough
32903,28.1079,-80.5796,Indialantic,FL,Brevard
32937,28.1671,-80.6158,Satellite Beach,FL,Brevard
32925,28.1743,-80.584,Patrick Afb,FL,Brevard
78391,28.179,-97.7456,Tynan,TX,Bee
33524,28.1822,-82.1523,Crystal Springs,FL,Pasco
34690,28.1914,-82.7244,Holiday,FL,Pasco
33539,28.213,-82.1657,Zephyrhills,FL,Pasco
34769,28.2304,-81.3591,Saint Cloud,FL,Osceola
34652,28.2394,-82.7369,New Port Richey,FL,Pasco
78014,28.2434,-99.2786,Cotulla,TX,La Salle
34639,28.2508,-82.4626,Land O Lakes,FL,Pasco
33848,28.2635,-81.5124,Intercession City,FL,Osceola
32952,28.2764,-80.6568,Merritt Island,FL,Brevard
78377,28.2818,-97.2978,Refugio,TX,Refugio
34668,28.298,-82.7041,Port Richey,FL,Pasco
78022,28.3021,-98.1042,George West,TX,Live Oak
32959,28.3067,-80.6862,Sharpes,FL,Brevard
34741,28.3071,-81.4614,Kissimmee,FL,Osceola
77950,28.3081,-97.1521,Austwell,TX,Refugio
32922,28.3151,-80.7234,Cocoa,FL,Brevard
33537,28.3248,-82.4818,Lacoochee,FL,Pasco
33593,28.3248,-82.4818,Trilby,FL,Pasco
34680,28.3248,-82.4818,Elfers,FL,Pasco
32931,28.3257,-80.6234,Cocoa Beach,FL,Brevard
33574,28.3348,-82.2693,Saint Leo,FL,Pasco
78001,28.339,-99.0984,Artesia Wells,TX,La Salle
78007,28.3505,-98.5688,Calliham,TX,Mcmullen
33523,28.3689,-82.3228,Dade City,FL,Pasco
32920,28.3946,-80.6143,Cape Canaveral,FL,Brevard
78350,28.4218,-98.0719,Dinero,TX,Live Oak
78836,28.423,-99.7543,Catarina,TX,Dimmit
78162,28.4245,-97.7327,Tuleta,TX,Bee
77983,28.4273,-96.6673,Seadrift,TX,Calhoun
34679,28.4302,-82.6616,Aripeka,FL,Pasco
77982,28.4432,-96.4228,Port O Connor,TX,Calhoun
78827,28.4489,-99.7592,Asherton,TX,Dimmit
34786,28.481,-81.544,Windermere,FL,Orange
32709,28.4864,-81.009,Christmas,FL,Orange
78102,28.4882,-97.731,Beeville,TX,Bee
34606,28.4964,-82.401,Spring Hill,FL,Hernando
78834,28.5071,-99.726,Carrizo Springs,TX,Dimmit
77972,28.5255,-96.6948,Long Mott,TX,Calhoun
78142,28.5278,-97.7831,Normanna,TX,Bee
